Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,MPAA,Date
Transporter 3,104,Action; Adventure; Crime,Peter Berg,Luc Besson; Robert Mark Kamen,Jason Statham; Robert Knepper; Natalya Rudakova,51,5.9,71213,&#8364;30000000,3.13E+07,PG-13,26-Nov-08
Body of Lies,128,Action; Drama; Thriller,Olivier Megaton,William Monahan; David Ignatius,Leonardo DiCaprio; Russell Crowe; Mark Strong,57,7.1,113443,7.00E+07,3.94E+07,R,10-Oct-08
The Reader,124,Drama; Romance,Wilson Yip,David Hare; Bernhard Schlink,Kate Winslet; Ralph Fiennes; Bruno Ganz,58,7.6,118737,3.20E+07,3.42E+07,R,30-Jan-09
Sex and the City,145,Comedy; Drama; Romance,Steven Spielberg,Michael Patrick King; Candace Bushnell,Sarah Jessica Parker; Kim Cattrall; Cynthia Nixon,53,5.2,74175,6.50E+07,1.53E+08,R,30-May-08
Indiana Jones and the Kingdom of the Crystal Skull,122,Action; Adventure,Roger Donaldson,David Koepp; George Lucas,Harrison Ford; Cate Blanchett; Shia LaBeouf,65,6.3,217228,1.85E+08,3.17E+08,PG-13,22-May-08
Yip Man,106,Action; Biography; Drama,Sam Mendes,Edmond Wong; Chan Tai-Li,Donnie Yen; Simon Yam; Siu-Wong Fan,59,8.1,71437,,,R,12-Dec-08
Never Back Down,110,Action; Drama; Sport,Ridley Scott,Chris Hauty,Sean Faris; Djimon Hounsou; Amber Heard,39,6.3,49212,2.00E+07,2.49E+07,PG-13,14-Mar-08
Death Race,105,Action; Sci-Fi; Thriller,Edward Zwick,Paul W.S. Anderson; Paul W.S. Anderson,Jason Statham; Joan Allen; Tyrese Gibson,43,6.4,107051,4.50E+07,3.61E+07,R,22-Aug-08
Sex Drive,109,Adventure; Comedy; Romance,Baz Luhrmann,Sean Anders; John Morris,Josh Zuckerman; Clark Duke; Amanda Crew,49,6.6,50450,1.90E+07,8402485,R,17-Oct-08
Defiance,137,Action; Drama; History,Sean Anders,Clayton Frohman; Edward Zwick,Daniel Craig; Liev Schreiber; Jamie Bell,58,7.1,76199,3.20E+07,2.86E+07,R,16-Jan-09
Cloverfield,85,Action; Sci-Fi; Thriller,Darren Aronofsky,Drew Goddard,Mike Vogel; Jessica Lucas; Lizzy Caplan,64,7.2,205146,2.50E+07,8.00E+07,PG-13,18-Jan-08
Mamma Mia!,108,Comedy; Musical; Romance,Byron Howard,Catherine Johnson; Catherine Johnson,Meryl Streep; Pierce Brosnan; Amanda Seyfried,51,6.3,87868,5.20E+07,1.44E+08,PG-13,18-Jul-08
21,123,Crime; Drama,Stephen Daldry,Peter Steinfeld; Allan Loeb,Jim Sturgess; Kate Bosworth; Kevin Spacey,48,6.7,124949,3.50E+07,8.12E+07,PG-13,28-Mar-08
The Wrestler,109,Drama; Romance; Sport,Robert Luketic,Robert D. Siegel,Mickey Rourke; Marisa Tomei; Evan Rachel Wood,81,8,188435,6000000,2.62E+07,R,30-Jan-09
Changeling,141,Drama; History; Mystery,Matt Reeves,J. Michael Straczynski,Angelina Jolie; Colm Feore; Amy Ryan,63,7.8,136143,5.50E+07,3.57E+07,R,31-Oct-08
The Sisterhood of the Traveling Pants 2,117,Comedy; Drama; Romance,Phyllida Lloyd,Elizabeth Chandler; Ann Brashares,America Ferrera; Alexis Bledel; Amber Tamblyn,63,6,13847,,4.41E+07,PG-13,6-Aug-08
Burn After Reading,96,Comedy; Crime; Drama,Michael Patrick King,Joel Coen; Ethan Coen,Brad Pitt; Frances McDormand; George Clooney,63,7,164762,3.70E+07,6.04E+07,R,12-Sep-08
Revolutionary Road,119,Drama; Romance,Clint Eastwood,Justin Haythe; Richard Yates,Leonardo DiCaprio; Kate Winslet; Christopher Fitzgerald,69,7.4,99156,3.50E+07,2.29E+07,R,23-Jan-09
Hellboy II: The Golden Army,120,Action; Adventure; Fantasy,Tom Vaughan,Guillermo del Toro; Guillermo del Toro,Ron Perlman; Selma Blair; Doug Jones,78,7.1,134442,8.50E+07,7.58E+07,PG-13,11-Jul-08
The Chronicles of Narnia: Prince Caspian,150,Action; Adventure; Family,Iain Softley,Andrew Adamson; Christopher Markus,Ben Barnes; Skandar Keynes; Georgie Henley,62,6.6,90781,2.25E+08,1.42E+08,PG,16-May-08
Vicky Cristina Barcelona,96,Drama; Romance,Chad Burns,Woody Allen,Rebecca Hall; Scarlett Johansson; Javier Bardem,70,7.2,120372,1.55E+07,2.32E+07,PG-13,15-Aug-08
The Mummy: Tomb of the Dragon Emperor,112,Action; Adventure; Fantasy,Fred Wolf,Alfred Gough; Miles Millar,Brendan Fraser; Jet Li; Maria Bello,31,5.2,74508,1.45E+08,1.02E+08,PG-13,1-Aug-08
You Don't Mess with the Zohan,113,Action; Comedy; Drama,Woody Allen,Adam Sandler; Robert Smigel,Adam Sandler; John Turturro; Emmanuelle Chriqui,54,5.5,102274,9.00E+07,1.00E+08,PG-13,6-Jun-08
Doubt,104,Drama; Mystery,Andrew Adamson,John Patrick Shanley; John Patrick Shanley,Meryl Streep; Philip Seymour Hoffman; Amy Adams,68,7.5,66581,2.00E+07,3.34E+07,PG-13,25-Dec-08
Eagle Eye,118,Action; Mystery; Thriller,Bryan Singer,John Glenn; Travis Wright,Shia LaBeouf; Michelle Monaghan; Rosario Dawson,43,6.6,106951,8.00E+07,1.01E+08,PG-13,26-Sep-08
The Bank Job,111,Crime; Drama; Thriller,Eric Darnell,Dick Clement; Ian La Frenais,Jason Statham; Saffron Burrows; Stephen Campbell Moore,69,7.3,106415,2.00E+07,3.00E+07,R,7-Mar-08
Madagascar: Escape 2 Africa,89,Animation; Action; Adventure,Adam Shankman,Etan Cohen; Eric Darnell,Ben Stiller; Chris Rock; David Schwimmer,61,6.7,76771,1.50E+08,1.80E+08,PG,7-Nov-08
My Best Friend's Girl,101,Comedy; Romance,Anne Fletcher,Jordan Cahan,Kate Hudson; Dane Cook; Jason Biggs,34,5.8,26899,4.00E+07,1.92E+07,R,19-Sep-08
What Happens in Vegas,99,Comedy; Romance,D.J. Caruso,Dana Fox,Cameron Diaz; Ashton Kutcher; Rob Corddry,36,6,88240,3.50E+07,8.03E+07,PG-13,9-May-08
Valkyrie,121,Drama; History; Thriller,Ethan Coen,Christopher McQuarrie; Nathan Alexander,Tom Cruise; Bill Nighy; Carice van Houten,56,7.1,113441,7.50E+07,8.31E+07,PG-13,25-Dec-08
Horton Hears a Who!,86,Animation; Adventure; Comedy,Eric Brevig,Ken Daurio; Cinco Paul,Jim Carrey; Steve Carell; Carol Burnett,71,6.9,69926,8.50E+07,1.55E+08,G,14-Mar-08
Doomsday,105,Action; Sci-Fi,Peter Segal,Neil Marshall,Rhona Mitra; Bob Hoskins; Alexander Siddig,51,6,48650,3.00E+07,1.10E+07,R,14-Mar-08
27 Dresses,111,Comedy; Romance,Saul Dibb,Aline Brosh McKenna,Katherine Heigl; James Marsden; Malin Akerman,47,6,70271,3.00E+07,7.68E+07,PG-13,18-Jan-08
Get Smart,110,Action; Comedy; Thriller,Guillermo del Toro,Tom J. Astle; Matt Ember,Steve Carell; Anne Hathaway; Alan Arkin,54,6.5,115953,8.00E+07,1.30E+08,PG-13,20-Jun-08
The Other Boleyn Girl,115,Biography; Drama; History,Jimmy Hayward,Peter Morgan; Philippa Gregory,Natalie Portman; Scarlett Johansson; Eric Bana,50,6.7,54538,3.50E+07,2.68E+07,PG-13,29-Feb-08
Australia,165,Adventure; Drama; History,Dennis Dugan,Stuart Beattie; Baz Luhrmann,Nicole Kidman; Hugh Jackman; Shea Adams,53,6.6,72296,1.30E+08,4.96E+07,PG-13,26-Nov-08
Bedtime Stories,99,Comedy; Family; Fantasy,Sylvester Stallone,Matt Lopez; Tim Herlihy,Adam Sandler; Keri Russell; Courteney Cox,33,6,46333,8.00E+07,1.10E+08,PG,25-Dec-08
The Day the Earth Stood Still,104,Drama; Sci-Fi; Thriller,Andy Tennant,David Scarpa; Edmund H. North,Keanu Reeves; Jennifer Connelly; Kathy Bates,40,5.4,95866,8.00E+07,7.94E+07,PG-13,12-Dec-08
Journey to the Center of the Earth,93,Action; Adventure; Family,John Moore,Michael D. Weiss; Jennifer Flackett,Brendan Fraser; Josh Hutcherson; Anita Briem,57,5.7,50802,4.50E+07,1.02E+08,PG,11-Jul-08
Fool's Gold,112,Adventure; Comedy; Romance,Jon Hurwitz,John Claflin; Daniel Zelman,Matthew McConaughey; Kate Hudson; Donald Sutherland,29,5.5,37734,7.00E+07,7.02E+07,PG-13,8-Feb-08
Babylon A.D.,90,Action; Adventure; Sci-Fi,Pascal Laugier,Maurice G. Dantec; Mathieu Kassovitz,Vin Diesel; Michelle Yeoh; Mlanie Thierry,26,5.4,56516,7.00E+07,2.25E+07,PG-13,29-Aug-08
Rambo,92,Action; Thriller; War,Justin Chadwick,Art Monterastelli; Sylvester Stallone,Sylvester Stallone; Julie Benz; Matthew Marsden,46,7.1,128024,5.00E+07,4.28E+07,R,25-Jan-08
Disaster Movie,87,Comedy,M. Night Shyamalan,Jason Friedberg; Aaron Seltzer,Carmen Electra; Vanessa Lachey; Nicole Parker,15,1.9,55007,2.50E+07,1.42E+07,PG-13,29-Aug-08
The Spiderwick Chronicles,96,Adventure; Family; Fantasy,Jason Friedberg,Karey Kirkpatrick; David Berenbaum,Freddie Highmore; Sarah Bolger; David Strathairn,62,6.6,41837,9.00E+07,7.11E+07,PG,14-Feb-08
Marley &amp; Me,115,Comedy; Drama; Family,David Frankel,Scott Frank; Don Roos,Owen Wilson; Jennifer Aniston; Eric Dane,53,7,73259,6.00E+07,1.43E+08,PG,25-Dec-08
Step Up 2: The Streets,98,Drama; Music; Romance,Scott Derrickson,Toni Ann Johnson; Karen Barna,Robert Hoffman; Briana Evigan; Cassie Ventura,50,5.8,42490,2.30E+07,5.80E+07,PG-13,14-Feb-08
"10,000 BC",109,Action; Adventure; Drama,Dave Filoni,Roland Emmerich; Harald Kloser,Camilla Belle; Steven Strait; Marco Khan,34,4.9,76993,1.05E+08,9.48E+07,PG-13,7-Mar-08
Let the Right One In,115,Drama; Horror,Tomas Alfredson,John Ajvide Lindqvist; John Ajvide Lindqvist,Kre Hedebrant; Lina Leandersson; Per Ragnar,82,8,123973,4000000,2122065,R,24-Oct-08
Max Payne,100,Action; Crime; Drama,John Patrick Shanley,Beau Thorne; Sam Lake,Mark Wahlberg; Mila Kunis; Beau Bridges,31,5.3,78332,3.50E+07,4.07E+07,PG-13,17-Oct-08
The Happening,91,Sci-Fi; Thriller,Jon M. Chu,M. Night Shyamalan,Mark Wahlberg; Zooey Deschanel; John Leguizamo,34,5.1,117379,4.80E+07,6.45E+07,R,13-Jun-08
The Strangers,86,Horror; Mystery; Thriller,Roland Emmerich,Bryan Bertino,Scott Speedman; Liv Tyler; Gemma Ward,47,6.1,61709,1.00E+07,5.25E+07,R,30-May-08
Milk,128,Biography; Drama; History,Mark Waters,Dustin Lance Black,Sean Penn; Josh Brolin; Emile Hirsch,84,7.7,90356,2.00E+07,3.18E+07,R,30-Jan-09
Saw V,92,Crime; Horror; Thriller,Nicolas Winding Refn,Patrick Melton; Marcus Dunstan,Scott Patterson; Costas Mandylor; Tobin Bell,20,5.6,55337,1.08E+07,5.67E+07,R,24-Oct-08
The Forbidden Kingdom,104,Action; Adventure; Fantasy,Nick Moore,John Fusco,Jackie Chan; Jet Li; Michael Angarano,57,6.6,62565,5.50E+07,5.20E+07,PG-13,18-Apr-08
Bronson,92,Action; Biography; Crime,Gus Van Sant,Brock Norman Brock; Nicolas Winding Refn,Tom Hardy; Kelly Adams; Luing Andrews,71,7,36634,,104792,R,13-Mar-09
Star Wars: The Clone Wars,98,Animation; Action; Adventure,Rob Cohen,Henry Gilroy; Steven Melching,Matt Lanter; Nika Futterman; Tom Kane,35,5.6,27750,8500000,3.52E+07,PG,15-Aug-08
The Ruins,90,Horror; Thriller,Pete Travis,Scott B. Smith; Scott B. Smith,Shawn Ashmore; Jena Malone; Jonathan Tucker,44,5.8,44051,8000000,1.74E+07,R,4-Apr-08
Harold &amp; Kumar Escape from Guantanamo Bay,114,Adventure; Comedy,John Erick Dowdle,Jon Hurwitz; Hayden Schlossberg,John Cho; Kal Penn; Neil Patrick Harris,57,6.6,82352,1.20E+07,3.81E+07,R,25-Apr-08
Mirrors,110,Horror; Mystery; Thriller,Howard McCain,Alexandre Aja; Grgory Levasseur,Kiefer Sutherland; Paula Patton; Amy Smart,35,6,56424,3.50E+07,3.07E+07,R,15-Aug-08
The Spirit,103,Action; Comedy; Crime,Jeffrey Nachmanoff,Frank Miller; Will Eisner,Gabriel Macht; Samuel L. Jackson; Scarlett Johansson,30,4.8,41563,6.00E+07,1.98E+07,PG-13,25-Dec-08
Vantage Point,90,Action; Crime; Drama,Peter Sollett,Barry Levy,Dennis Quaid; Forest Whitaker; Matthew Fox,40,6.6,95342,4.00E+07,7.23E+07,PG-13,22-Feb-08
Street Kings,109,Action; Crime; Drama,Alexandre Aja,James Ellroy; Kurt Wimmer,Keanu Reeves; Forest Whitaker; Hugh Laurie,55,6.8,71487,2.00E+07,2.64E+07,R,11-Apr-08
Semi-Pro,91,Comedy; Sport,Robert Allan Ackerman,Scot Armstrong,Will Ferrell; Woody Harrelson; Andr Benjamin,47,5.7,46030,,3.35E+07,R,29-Feb-08
Nick and Norah's Infinite Playlist,90,Comedy; Drama; Music,David Ayer,Lorene Scafaria; Rachel Cohn,Michael Cera; Kat Dennings; Aaron Yoo,64,6.7,48567,9000000,3.15E+07,PG-13,3-Oct-08
Outlander,115,Action; Adventure; Sci-Fi,Lexi Alexander,Dirk Blackman; Howard McCain,Jim Caviezel; Sophia Myles; Ron Perlman,40,6.2,43124,5.00E+07,160641,R,11-Jul-08
Ponyo,101,Animation; Adventure; Family,Gurinder Chadha,Hayao Miyazaki,Cate Blanchett; Matt Damon; Liam Neeson,86,7.7,44667,&#165;3400000000,1.51E+07,G,14-Aug-09
G.I. Joe: The Rise of Cobra,118,Action; Adventure; Sci-Fi,Stephen Sommers,Stuart Beattie; David Elliot,Dennis Quaid; Channing Tatum; Marlon Wayans,32,5.7,110812,1.75E+08,1.50E+08,PG-13,7-Aug-09
Inglourious Basterds,153,Adventure; Drama; War,Quentin Tarantino,Quentin Tarantino,Brad Pitt; Diane Kruger; Eli Roth,69,8.3,439490,7.50E+07,1.21E+08,R,21-Aug-09
Star Trek,127,Action; Adventure; Sci-Fi,J.J. Abrams,Roberto Orci; Alex Kurtzman,Chris Pine; Zachary Quinto; Simon Pegg,83,8,293508,1.40E+08,2.58E+08,PG-13,8-May-09
Watchmen,162,Action; Mystery; Sci-Fi,Todd Phillips,David Hayter; Alex Tse,Jackie Earle Haley; Patrick Wilson; Carla Gugino,56,7.6,247627,1.30E+08,1.08E+08,R,6-Mar-09
The Hangover,100,Comedy,Pete Docter,Jon Lucas; Scott Moore,Zach Galifianakis; Bradley Cooper; Justin Bartha,73,7.8,335615,3.50E+07,2.77E+08,R,5-Jun-09
Avatar,162,Action; Adventure; Fantasy,James Cameron,James Cameron,Sam Worthington; Zoe Saldana; Sigourney Weaver,83,8,547669,2.37E+08,7.61E+08,PG-13,18-Dec-09
Up,96,Animation; Adventure; Comedy,Roland Emmerich,Pete Docter; Bob Peterson,Edward Asner; Jordan Nagai; John Ratzenberger,88,8.3,322124,1.75E+08,2.93E+08,PG,29-May-09
2012,158,Action; Adventure; Sci-Fi,Gavin Hood,Roland Emmerich; Harald Kloser,John Cusack; Thandie Newton; Chiwetel Ejiofor,49,5.8,174171,2.00E+08,1.66E+08,PG-13,13-Nov-09
The Blind Side,129,Biography; Drama; Sport,Zack Snyder,John Lee Hancock; Michael Lewis,Quinton Aaron; Sandra Bullock; Tim McGraw,53,7.6,115499,2.90E+07,2.56E+08,PG-13,20-Nov-09
Sherlock Holmes,128,Action; Adventure; Crime,John Lee Hancock,Michael Robert Johnson; Anthony Peckham,Robert Downey Jr.; Jude Law; Rachel McAdams,57,7.6,281418,9.00E+07,2.09E+08,PG-13,25-Dec-09
The Proposal,108,Comedy; Drama; Romance,Ken Kwapis,Pete Chiarelli,Sandra Bullock; Ryan Reynolds; Mary Steenburgen,48,6.7,120088,4.00E+07,1.64E+08,PG-13,19-Jun-09
Zombieland,88,Comedy; Horror,Marc Webb,Rhett Reese; Paul Wernick,Jesse Eisenberg; Emma Stone; Woody Harrelson,73,7.7,216119,2.36E+07,7.56E+07,R,2-Oct-09
(500) Days of Summer,95,Comedy; Drama; Romance,Ruben Fleischer,Scott Neustadter; Michael H. Weber,Zooey Deschanel; Joseph Gordon-Levitt; Geoffrey Arend,76,7.8,216279,7500000,3.24E+07,PG-13,7-Aug-09
He's Just Not That Into You,129,Comedy; Drama; Romance,David Yates,Abby Kohn; Marc Silverstein,Jennifer Aniston; Jennifer Connelly; Morgan Lily,47,6.3,83048,4.00E+07,9.39E+07,PG-13,6-Feb-09
Harry Potter and the Half-Blood Prince,153,Adventure; Family; Fantasy,F. Gary Gray,Steve Kloves; J.K. Rowling,Daniel Radcliffe; Emma Watson; Rupert Grint,78,7.4,181834,2.50E+08,3.02E+08,PG,15-Jul-09
The Lovely Bones,135,Drama; Fantasy,Michael Bay,Fran Walsh; Philippa Boyens,Rachel Weisz; Mark Wahlberg; Saoirse Ronan,42,6.6,80010,6.50E+07,4.38E+07,PG-13,15-Jan-10
Coraline,100,Animation; Fantasy; Thriller,Anne Fletcher,Henry Selick; Neil Gaiman,Dakota Fanning; Teri Hatcher; John Hodgman,80,7.7,87998,6.00E+07,7.53E+07,PG,6-Feb-09
Public Enemies,140,Biography; Crime; Drama,Chris Weitz,Ronan Bennett; Michael Mann,Christian Bale; Johnny Depp; James Russo,70,7,149769,1.00E+08,9.71E+07,R,1-Jul-09
Law Abiding Citizen,109,Crime; Drama; Thriller,Peter Jackson,Kurt Wimmer,Gerard Butler; Jamie Foxx; Leslie Bibb,34,7.3,129653,5.00E+07,7.33E+07,R,16-Oct-09
Transformers: Revenge of the Fallen,150,Action; Adventure; Sci-Fi,John Hamburg,Ehren Kruger; Roberto Orci,Shia LaBeouf; Megan Fox; Josh Duhamel,35,5.9,200368,2.00E+08,4.02E+08,PG-13,24-Jun-09
Fast &amp; Furious,107,Action; Crime; Drama,Burr Steers,Chris Morgan; Gary Scott Thompson,Vin Diesel; Paul Walker; Michelle Rodriguez,45,6.5,101078,8.50E+07,1.55E+08,PG-13,3-Apr-09
The Twilight Saga: New Moon,130,Adventure; Drama; Fantasy,Jason Reitman,Melissa Rosenberg; Stephenie Meyer,Kristen Stewart; Robert Pattinson; Taylor Lautner,44,4.5,152518,5.00E+07,2.97E+08,PG-13,20-Nov-09
The Road,111,Adventure; Drama,McG,Cormac McCarthy; Joe Penhall,Viggo Mortensen; Charlize Theron; Kodi Smit-McPhee,64,7.3,109205,2.00E+07,56692,R,2-Dec-09
Adventureland,107,Comedy; Drama; Romance,Justin Lin,Greg Mottola,Jesse Eisenberg; Kristen Stewart; Ryan Reynolds,76,6.9,87266,,1.60E+07,R,3-Apr-09
17 Again,102,Comedy; Drama; Fantasy,Neill Blomkamp,Jason Filardi,Zac Efron; Matthew Perry; Leslie Mann,48,6.3,81307,2.00E+07,6.42E+07,PG-13,17-Apr-09
Up in the Air,109,Drama; Romance,Robert Schwentke,Walter Kirn; Jason Reitman,George Clooney; Vera Farmiga; Anna Kendrick,83,7.5,176140,2.50E+07,8.38E+07,R,23-Dec-09
District 9,112,Action; Sci-Fi; Thriller,Alex Proyas,Neill Blomkamp; Terri Tatchell,Sharlto Copley; David James; Jason Cope,81,8,334786,3.00E+07,1.16E+08,R,14-Aug-09
Couples Retreat,113,Comedy,Robert Luketic,Jon Favreau; Vince Vaughn,Vince Vaughn; Malin Akerman; Jon Favreau,23,5.4,55641,6.00E+07,1.09E+08,PG-13,9-Oct-09
Terminator Salvation,115,Action; Drama; Sci-Fi,Niels Arden Oplev,John D. Brancato; Michael Ferris,Christian Bale; Sam Worthington; Anton Yelchin,52,6.7,181385,2.00E+08,1.25E+08,PG-13,21-May-09
The Girl with the Dragon Tattoo,152,Crime; Mystery; Thriller,Karyn Kusama,Nikolaj Arcel; Rasmus Heisterberg,Michael Nyqvist; Noomi Rapace; Ewa Frling,76,7.8,112189,1.30E+07,1.01E+07,R,27-Feb-09
Solomon Kane,104,Action; Adventure; Fantasy,Rajkumar Hirani,Michael J. Bassett; Robert E. Howard,James Purefoy; Max von Sydow; Rachel Hurd-Wood,48,6,37642,4.50E+07,,R,23-Dec-09
Angels &amp; Demons,138,Mystery; Thriller,Duncan Jones,David Koepp; Akiva Goldsman,Tom Hanks; Ewan McGregor; Ayelet Zurer,48,6.6,127467,1.50E+08,1.33E+08,PG-13,15-May-09
Pandorum,108,Action; Horror; Sci-Fi,Shane Acker,Travis Milloy; Travis Milloy,Dennis Quaid; Ben Foster; Cam Gigandet,28,6.8,78369,3.30E+07,1.03E+07,R,25-Sep-09
3 Idiots,170,Comedy; Drama; Romance,Michael Mann,Rajkumar Hirani; Abhijit Joshi,Aamir Khan; Madhavan; Mona Singh,67,8.3,64724,,6532908,PG-13,25-Dec-09
My Sister's Keeper,109,Drama,Shawn Levy,Jeremy Leven; Nick Cassavetes,Cameron Diaz; Abigail Breslin; Alec Baldwin,51,7.3,43794,3.00E+07,4.92E+07,PG-13,26-Jun-09
The Collector,90,Crime; Horror; Thriller,Christian Alvart,Patrick Melton; Marcus Dunstan,Josh Stewart; Andrea Roth; Juan Fernndez,29,6.3,24364,6000000,7706394,R,31-Jul-09
The Ugly Truth,96,Comedy; Romance,John Hillcoat,Nicole Eastman; Karen McCullah Lutz,Katherine Heigl; Gerard Butler; Bree Turner,28,6.4,91132,3.80E+07,8.89E+07,R,24-Jul-09
Moon,97,Drama; Sci-Fi,Ron Howard,Duncan Jones; Nathan Parker,Sam Rockwell; Kevin Spacey; Dominique McElligott,67,8,146427,5000000,5009677,R,17-Jul-09
Year One,97,Adventure; Comedy; Sci-Fi,Paul McGuigan,Harold Ramis; Gene Stupnitsky,Jack Black; Michael Cera; Olivia Wilde,34,4.8,53480,6.00E+07,4.33E+07,PG-13,19-Jun-09
9,79,Animation; Action; Adventure,Peter Billingsley,Pamela Pettler; Shane Acker,Elijah Wood; Jennifer Connelly; Crispin Glover,60,7,70300,3.00E+07,3.17E+07,PG-13,9-Sep-09
"I Love You, Man",105,Comedy; Romance,Terry Gilliam,John Hamburg; Larry Levin,Paul Rudd; Jason Segel; Rashida Jones,70,7.1,110660,4.00E+07,7.11E+07,R,20-Mar-09
The Secret in Their Eyes,129,Drama; Mystery; Thriller,Phil Lord,Eduardo Sacheri; Juan Jos Campanella,Ricardo Darn; Soledad Villamil; Pablo Rago,81,8.2,63961,2000000,6390014,R,13-Aug-09
Cloudy with a Chance of Meatballs,90,Animation; Comedy; Family,Carlos Saldanha,Phil Lord; Chris Miller,Anna Faris; Bill Hader; Bruce Campbell,66,7,69227,1.00E+08,1.25E+08,PG,18-Sep-09
The Time Traveler's Wife,107,Drama; Fantasy; Romance,Juan Jos Campanella,Bruce Joel Rubin; Audrey Niffenegger,Eric Bana; Rachel McAdams; Ron Livingston,47,7,69916,3.90E+07,6.34E+07,PG-13,14-Aug-09
Monsters vs Aliens,94,Animation; Action; Adventure,Scott Stewart,Maya Forbes; Wallace Wolodarsky,Reese Witherspoon; Rainn Wilson; Stephen Colbert,56,6.6,67263,1.75E+08,1.98E+08,PG,27-Mar-09
Knowing,121,Drama; Mystery; Sci-Fi,Jonathan Mostow,Ryne Douglas Pearson; Juliet Snowden,Nicolas Cage; Chandler Canterbury; Rose Byrne,41,6.2,126448,5.00E+07,7.99E+07,PG-13,20-Mar-09
Where the Wild Things Are,101,Adventure; Drama; Family,Mark Neveldine,Spike Jonze; Dave Eggers,Max Records; Catherine O'Hara; Forest Whitaker,71,6.8,61045,1.00E+08,7.72E+07,PG,16-Oct-09
Gamer,95,Action; Sci-Fi; Thriller,Mark Neveldine,Mark Neveldine; Brian Taylor,Gerard Butler; Michael C. Hall; Ludacris,27,5.7,73933,5.00E+07,2.05E+07,R,4-Sep-09
The Imaginarium of Doctor Parnassus,123,Adventure; Fantasy; Mystery,Jaco Van Dormael,Terry Gilliam; Charles McKeown,Christopher Plummer; Lily Cole; Heath Ledger,65,6.9,87007,3.00E+07,7689607,PG-13,8-Jan-10
Ice Age: Dawn of the Dinosaurs,94,Animation; Action; Adventure,Rob Letterman,Peter Ackerman; Michael Berg,Ray Romano; John Leguizamo; Denis Leary,50,7,91404,9.00E+07,1.97E+08,PG,1-Jul-09
Legion,100,Action; Fantasy; Horror,Lasse Hallstrm,Peter Schink; Scott Stewart,Paul Bettany; Dennis Quaid; Charles S. Dutton,32,5.1,52499,2.60E+07,4.02E+07,R,22-Jan-10
Fantastic Mr. Fox,87,Animation; Adventure; Comedy,Ron Clements,Roald Dahl; Wes Anderson,George Clooney; Meryl Streep; Bill Murray,83,7.8,78440,4.00E+07,2.10E+07,PG,25-Nov-09
Race to Witch Mountain,98,Action; Adventure; Family,Jaume Collet-Serra,Matt Lopez; Mark Bomback,Dwayne Johnson; Carla Gugino; AnnaSophia Robb,52,5.7,26336,6.50E+07,6.71E+07,PG,13-Mar-09
Push,111,Action; Sci-Fi; Thriller,Wes Anderson,David Bourla,Camilla Belle; Dakota Fanning; Chris Evans,36,6,62873,3.80E+07,3.18E+07,PG-13,6-Feb-09
The Princess and the Frog,97,Animation; Family; Fantasy,Lone Scherfig,Ron Clements; John Musker,Anika Noni Rose; Keith David; Oprah Winfrey,73,7.1,50157,1.05E+08,1.04E+08,G,11-Dec-09
Night at the Museum: Battle of the Smithsonian,105,Action; Adventure; Comedy,Henry Selick,Robert Ben Garant; Thomas Lennon,Ben Stiller; Owen Wilson; Amy Adams,42,5.9,66950,1.50E+08,1.77E+08,PG,22-May-09
Surrogates,89,Action; Sci-Fi; Thriller,Kevin Macdonald,Michael Ferris; John D. Brancato,Bruce Willis; Radha Mitchell; Ving Rhames,45,6.2,101875,8.00E+07,3.85E+07,PG-13,25-Sep-09
Jennifer's Body,102,Comedy; Horror,Christian Alvart,Diablo Cody,Megan Fox; Amanda Seyfried; Adam Brody,47,5.1,59661,1.60E+07,1.62E+07,R,18-Sep-09
Orphan,123,Mystery; Thriller,Clint Eastwood,David Johnson; Alex Mace,Vera Farmiga; Peter Sarsgaard; Isabelle Fuhrman,42,6.9,79055,,4.16E+07,R,24-Jul-09
The Men Who Stare at Goats,94,Comedy; War,Patrick Tatopoulos,Peter Straughan; Jon Ronson,Ewan McGregor; George Clooney; Kevin Spacey,54,6.3,76394,2.50E+07,3.24E+07,R,6-Nov-09
Invictus,134,Biography; Drama; History,Antoine Fuqua,Anthony Peckham; John Carlin,Morgan Freeman; Matt Damon; Tony Kgoroge,74,7.3,77621,6.00E+07,3.75E+07,PG-13,11-Dec-09
Crank: High Voltage,96,Action; Comedy; Crime,Sam Raimi,Mark Neveldine; Brian Taylor,Jason Statham; Amy Smart; Clifton Collins Jr.,41,6.2,67201,2.00E+07,1.36E+07,R,17-Apr-09
State of Play,127,Drama; Mystery,Judd Apatow,Matthew Michael Carnahan; Tony Gilroy,Russell Crowe; Rachel McAdams; Ben Affleck,64,7.1,78739,,3.70E+07,PG-13,17-Apr-09
Funny People,146,Comedy; Drama,Adam Elliot,Judd Apatow,Adam Sandler; Seth Rogen; Leslie Mann,60,6.5,75587,7.50E+07,5.19E+07,R,31-Jul-09
The Last House on the Left,110,Crime; Drama; Horror,Olatunde Osunsanmi,Adam Alleca; Carl Ellsworth,Garret Dillahunt; Monica Potter; Tony Goldwyn,42,6.5,43839,,3.27E+07,R,13-Mar-09
